0.11200737953186035,74.28
0.22497129440307617,74.28
0.3379955291748047,74.27
0.4515528678894043,74.28
0.5651371479034424,74.28
0.6784939765930176,74.27
0.791682243347168,74.28
0.9046657085418701,74.28
1.018280029296875,74.28
1.1312685012817383,74.28
1.2456610202789307,74.27
1.3586328029632568,74.28
1.472243070602417,74.28
1.5855839252471924,74.28
1.698807716369629,74.27
1.811781644821167,74.28
1.9253618717193604,74.28
2.0389320850372314,74.27
2.152061939239502,74.27
2.265484094619751,74.28
2.3791098594665527,74.27
2.492192029953003,74.28
2.605980157852173,74.27
2.718992233276367,74.27
2.8326351642608643,74.28
2.9456043243408203,74.28
3.05914568901062,74.27
3.1726582050323486,74.27
3.285435914993286,74.28
3.3981845378875732,74.3
3.5111351013183594,74.53
3.6240923404693604,74.85
3.737691879272461,75.25
3.8516831398010254,75.85
3.9652318954467773,76.45
4.078568696975708,77.0
4.192153692245483,77.52
4.305756330490112,78.07
4.419027805328369,78.63
4.532002687454224,79.17
4.645609378814697,79.74
4.75892972946167,80.38
4.872424364089966,80.96000000000001
4.985399961471558,81.52
5.099020957946777,82.1
5.212670803070068,82.73
5.3257224559783936,83.28
5.43934178352356,83.85
5.552331209182739,84.41
5.665659427642822,84.98
5.778640031814575,85.58
5.891578674316406,86.12
6.004515886306763,86.67
6.1181254386901855,87.26
6.231719970703125,87.85
6.345325946807861,88.39
6.458875894546509,88.98
6.572028875350952,89.55
6.685054302215576,90.18
6.798036336898804,90.77
6.9113404750823975,91.36
7.024590492248535,91.95
7.137543201446533,92.44
7.251158952713013,92.94
7.364765882492065,93.51
7.478382349014282,94.11
7.591992616653442,94.67
7.705064058303833,95.26
7.818598508834839,95.79
7.931834936141968,96.4
8.045093536376953,97.05
8.158618688583374,97.55
8.27201771736145,98.13
8.384968280792236,98.7
8.497914791107178,99.27
8.610872268676758,99.86
8.724469661712646,100.43
8.837772607803345,101.04
8.95102071762085,101.59
9.064642429351807,102.13
9.076573133468628,102.66
9.182246685028076,105.18
9.295719861984253,103.29
9.408962965011597,103.94
9.52175235748291,104.46
9.635376691818237,105.12
9.748341798782349,105.69
9.861921072006226,106.27
9.974980354309082,106.85
10.088484764099121,107.39
10.202062845230103,107.92
10.315720558166504,108.45
10.429317951202393,109.02
10.54293155670166,109.65
10.656006336212158,110.21000000000001
10.769869804382324,110.76
10.883072853088379,111.27
10.995785236358643,111.8
11.109389781951904,112.35
11.222343921661377,112.87
11.33594822883606,113.41
11.449522495269775,113.91
11.563177824020386,114.28999999999999
11.676148891448975,114.47
11.789067506790161,114.51
11.902036905288696,114.52
12.015251636505127,114.52
12.129682779312134,114.52
12.243172407150269,114.52
12.35678744316101,114.51
12.470292329788208,114.52
12.583346605300903,114.52
12.696958541870117,114.52
12.810571193695068,114.52
12.923767805099487,114.52
13.037479400634766,114.51
13.151068210601807,114.52
13.264004945755005,114.51
13.377604722976685,114.52
13.491197109222412,114.51
13.604701519012451,114.52
13.717594385147095,114.52
13.830591917037964,114.4
13.94373869895935,114.16
14.056742191314697,113.76
14.17015552520752,113.28999999999999
14.28372311592102,112.74
14.397292613983154,112.2
